Full Path,Name,URL,Description
經濟資料庫/64計量經濟理論一二/64.01陳釗而(一),64.01陳釗而(一),https://drive.google.com/drive/folders/1lolD-5XM4WaQlPL3m3u5-IuAlnwQYM33,
經濟資料庫/43經濟學的政策運用,43經濟學的政策運用,https://drive.google.com/drive/folders/1YHxrF8UDy8uBU2lNosNQEEVSMDT0f1Np,
經濟資料庫/43經濟學的政策運用/期末考,期末考,https://drive.google.com/drive/folders/18n-r1eUJLJSkf8uMEcm35Wb48T_7TkT4,
經濟資料庫/43經濟學的政策運用/課程內容（專欄文章）,課程內容（專欄文章）,https://drive.google.com/drive/folders/1orY9kwKt8LP2nQOuG13LJrEA7LXdx7_Y,
經濟資料庫/09貨幣銀行學,09貨幣銀行學,https://drive.google.com/drive/folders/1Z6RwB3Vgk3u5D5Ap7Rpm5I20KcBIrP4S,
經濟資料庫/09貨幣銀行學/9.03謝德宗,9.03謝德宗,https://drive.google.com/drive/folders/1AIVklS9JH8QawMdC_8CmV1HzYUXsARHP,
經濟資料庫/09貨幣銀行學/9.03謝德宗/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1AKuzw296b4-p34aNZoD7J13sFCLlZg25,
經濟資料庫/09貨幣銀行學/9.03謝德宗/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1EbqTbAjEDEiCTGpunPF4GIWji2vgIWjh,
經濟資料庫/09貨幣銀行學/9.01李怡庭,9.01李怡庭,https://drive.google.com/drive/folders/1Y7OuyB6-yWBpe7Y6bTwKx1Ao1uQJ2QQz,
經濟資料庫/09貨幣銀行學/9.01李怡庭/下學期期中考,下學期期中考,https://drive.google.com/drive/folders/1H0mF5gVGT0XLCtSnI-6EPsDP-KIV6SC_,
經濟資料庫/09貨幣銀行學/9.01李怡庭/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1KvM91yKixHTxQnY615YQCbNyY9fmRuo6,
經濟資料庫/09貨幣銀行學/9.01李怡庭/下學期期末考,下學期期末考,https://drive.google.com/drive/folders/1ehbF6w0LngcMEOQuf0dggiJPkmhElDNN,
經濟資料庫/09貨幣銀行學/9.01李怡庭/課程評價,課程評價,https://drive.google.com/drive/folders/1gk-p2UiebBHXnmU0FLn9FP_6rPSm1lUC,
經濟資料庫/09貨幣銀行學/9.01李怡庭/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1lntCy1Xb0aOGyWLKGRvGG-h5yUtLu_a3,
經濟資料庫/09貨幣銀行學/9.02陳南光,9.02陳南光,https://drive.google.com/drive/folders/1ehDzUAEG9dUyeCECvHRr-eE7p1WJUEVz,
經濟資料庫/09貨幣銀行學/9.02陳南光/課程評價,課程評價,https://drive.google.com/drive/folders/1dYIwFqWvwUsmRbb7fuO33CnR5jTqnTZu,
經濟資料庫/09貨幣銀行學/9.02陳南光/下學期期末,下學期期末,https://drive.google.com/drive/folders/1hK_wDYkKYuy0DlsyUwt-IZqSnCBrAKjN,
經濟資料庫/09貨幣銀行學/9.02陳南光/上學期期中,上學期期中,https://drive.google.com/drive/folders/1o7bsOCmysvRYIjphGLxotyciUv_927qR,
經濟資料庫/10貿易理論與貿易政策,10貿易理論與貿易政策,https://drive.google.com/drive/folders/1dPnEDYcmo_unz4oqa4J-3PJJ1fdOr21_,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍,10.02劉碧珍,https://drive.google.com/drive/folders/115RRaO3IReWCF6R2EelXACHfX9UiuP7P,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿策期末考,貿策期末考,https://drive.google.com/drive/folders/1WHQq_TAf6G7NB7v-7vQduNA1-lleaDvr,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿論期中考,貿論期中考,https://drive.google.com/drive/folders/1kuimRuvOuzdPOlfrBfoAAOvURI88IRFL,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿策期中考,貿策期中考,https://drive.google.com/drive/folders/1lXmfkT_oug3HLUJ8bOdcc6-pZJM1hrsl,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿論期末考,貿論期末考,https://drive.google.com/drive/folders/1xgqU8pKzota39k67v7WdI1PDF8IBgUM9,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝,10.01陳添枝,https://drive.google.com/drive/folders/12ScTciRM4QVP2yp0HmlhhP-3PkoXg3rr,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿論期末考,貿論期末考,https://drive.google.com/drive/folders/10EDbF-yVy7RZbP1bit54HQxQATTcwERD,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/課本習題解答,課本習題解答,https://drive.google.com/drive/folders/1HjswP6Q7Q-AfJhPHOMYvimsYchpQ5v3Y,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿論期中考,貿論期中考,https://drive.google.com/drive/folders/1IqD2_oCwHkMs6Qz3WK-_j2DV0S2js8KK,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿策期末考,貿策期末考,https://drive.google.com/drive/folders/1PusBDM-jPhgCwETJygQUFrEnvNB3bz6x,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿策期中考,貿策期中考,https://drive.google.com/drive/folders/1ce2xTRrT78a6HEXvBAOrXTd69udy4sfi,
經濟資料庫/10貿易理論與貿易政策/10.03朴至鎬,10.03朴至鎬,https://drive.google.com/drive/folders/18Q8ux6ce21u__CrOEcr1Zc78g3Ih2iC5,
經濟資料庫/10貿易理論與貿易政策/10.03朴至鎬/期中考,期中考,https://drive.google.com/drive/folders/1XeNsN3ZDmH95eS5u6WcnWstEvDZMQ12K,
經濟資料庫/42經濟史,42經濟史,https://drive.google.com/drive/folders/1fwjBQt94nx0YhzAMCWftTIgV-fMniuls,
經濟資料庫/33高等統計推論,33高等統計推論,https://drive.google.com/drive/folders/1oPrCgPxCPFpYnGhQDqpNf8oFxwxEZ74K,
經濟資料庫/33高等統計推論/33.02江金倉,33.02江金倉,https://drive.google.com/drive/folders/1mB9LCHviTWcF91q94u9YLFOw8ldQRT33,
經濟資料庫/33高等統計推論/33.01陳宏,33.01陳宏,https://drive.google.com/drive/folders/1qk4KBSe9PI0mP4QaNW6Hc_gd6elb7CEP,
經濟資料庫/33高等統計推論/33.01陳宏/課程評價,課程評價,https://drive.google.com/drive/folders/18hytDx3Xjn8S-lB7Xt-1d01HOdJqI__8,
經濟資料庫/31分析導論(高等微積分),31分析導論(高等微積分),https://drive.google.com/drive/folders/1vlBL0Vp_6x7wOvF4jfZXIz07n2B6Zctb,
經濟資料庫/31分析導論(高等微積分)/31.04陳俊全,31.04陳俊全,https://drive.google.com/drive/folders/11U8dQUd7Bn5BTbAnExyeWTIFFHef9YB5,
經濟資料庫/31分析導論(高等微積分)/31.04陳俊全/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1G6Uqyo434bCy4PqhtD4xx64vYd9FYQnM,
經濟資料庫/31分析導論(高等微積分)/31.02張志中,31.02張志中,https://drive.google.com/drive/folders/1SYDoJOKufKHWbcBkRUGwO8Ra_a0vER-T,
經濟資料庫/31分析導論(高等微積分)/31.03王振男,31.03王振男,https://drive.google.com/drive/folders/1osf-GCd6ZnUn4fgmWaJ6U4xUcqMVFMxD,
經濟資料庫/31分析導論(高等微積分)/31.03王振男/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1JmlZa6QAUq89QFrKzdIxol15ADyUU9ZK,
經濟資料庫/31分析導論(高等微積分)/31.03王振男/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1fHm1mBU8IrO8I2Aa1100FkHLZUzVbgML,
經濟資料庫/31分析導論(高等微積分)/31.01陳金次,31.01陳金次,https://drive.google.com/drive/folders/1sM-aDmHfmxGaqjZpFaibmjF67m1QW6nN,
經濟資料庫/31分析導論(高等微積分)/31.01陳金次/上學期期考,上學期期考,https://drive.google.com/drive/folders/1ExX6LSaaES616NiXrODzi60GnnnRyHS-,
經濟資料庫/31分析導論(高等微積分)/31.01陳金次/課程評價,課程評價,https://drive.google.com/drive/folders/1HDcROoaL2xvl2iv6m3GVHWZiE4y3lK4X,
經濟資料庫/31分析導論(高等微積分)/31.01陳金次/下學期期考,下學期期考,https://drive.google.com/drive/folders/1HvFprsxfy9Ov6ZYbefxa5hzVf0BptLEu,
經濟資料庫/31分析導論(高等微積分)/31.01陳金次/習題,習題,https://drive.google.com/drive/folders/1artYN_B9ds31U7-tsGPkj2M29xNCvZ-E,
經濟資料庫/02微積分,02微積分,https://drive.google.com/drive/folders/1Iy7Jt85rmqbI7FH4H2YNdbHP9YMILfCJ,
經濟資料庫/02微積分/2.01微甲統教,2.01微甲統教,https://drive.google.com/drive/folders/1INAzo3xExRmiej14uS0p53u0mVmvYA__,
經濟資料庫/02微積分/2.01微甲統教/2.01.0學習資源,2.01.0學習資源,https://drive.google.com/drive/folders/15akwOYspPw-xdWxVxyf4hOq5hJ-3xKOJ,
經濟資料庫/02微積分/2.01微甲統教/2.01.0學習資源/統一教學網,統一教學網,https://drive.google.com/drive/folders/1GX0XlCKsiZbkPTEO-ucteT0rtrif1Ut5,
經濟資料庫/02微積分/2.01微甲統教/2.01.0學習資源/課本習題解答,課本習題解答,https://drive.google.com/drive/folders/1VkyElqv9OHDg8_2GpQTSLo3f20-zF6z6,
經濟資料庫/02微積分/2.01微甲統教/2.01.0學習資源/課本習題解答/100微甲,100微甲,https://drive.google.com/drive/folders/1Z_lvAjIjeAcfX_X7NOxk_IMKKwV9UuJi,
經濟資料庫/02微積分/2.01微甲統教/2.01.2張志中,2.01.2張志中,https://drive.google.com/drive/folders/1ytpHI2bTsdpzA18VB6LNsJCwGvugZZYB,
經濟資料庫/02微積分/2.01微甲統教/2.01.2張志中/歷年評價文,歷年評價文,https://drive.google.com/drive/folders/1FIFDx3pkUpvC1EvYD7J2p_MkftMJi4y9,
經濟資料庫/02微積分/2.01微甲統教/2.01.2張志中/101上小考題目與解答,101上小考題目與解答,https://drive.google.com/drive/folders/1vvgjbMhBY3HgdbCQa9DbFmcyTqDR2wn9,
經濟資料庫/02微積分/2.01微甲統教/2.01.2張志中/101下小考題目與解答,101下小考題目與解答,https://drive.google.com/drive/folders/1w383XCWcIQx6QXWBYrkol-dHyL2YnVfe,
經濟資料庫/02微積分/2.01微甲統教/2.01.6莊武諺,2.01.6莊武諺,https://drive.google.com/drive/folders/1FRlUwWb6dJpP62cfVD94M-41xWQSnxlE,
經濟資料庫/02微積分/2.01微甲統教/2.01.6莊武諺/歷年評價文,歷年評價文,https://drive.google.com/drive/folders/1SB1037iD2Rr7j6Wtnm-PELljHSJqZQF9,
經濟資料庫/02微積分/2.01微甲統教/2.01.5蔡雅如,2.01.5蔡雅如,https://drive.google.com/drive/folders/1LjXK4e52kJypkC5JMH0x-wU5E5zQkatC,
經濟資料庫/02微積分/2.01微甲統教/2.01.5蔡雅如/歷年評價文,歷年評價文,https://drive.google.com/drive/folders/1B5R6gJTL2dy15qlJOTGVNzON2jbHIk0W,
經濟資料庫/02微積分/2.01微甲統教/2.01.1張鎮華,2.01.1張鎮華,https://drive.google.com/drive/folders/1WB1Gf0WEGi1AYA-81vJRSwvZkeMSW-92,
經濟資料庫/02微積分/2.01微甲統教/2.01.1張鎮華/101上小考,101上小考,https://drive.google.com/drive/folders/1JlkgfhE9mvp6lJfhKFE6XTwCBecKTd1t,
